id	tokens	sentiment
1487	['wart']	1
13073	['są']	0
14173	['na', 'zdjęciach', 'bluzki']	0
23143	['nie']	0
27537	['ze', 'wszystkich', 'staników', 'sportowych', ',', 'które', 'zakupiła', 'm', 'na', 'stronie', 'Decathlon']	0
34454	['efekt', 'gwarantowany', 'u', 'każdej', 'z', 'dam', '.']	0
3070	['z', 'plusem']	1
37177	['kobiet', 'o', 'obfitym', 'biuście']	0
20730	['obecnie', 'radosna', 'twórczość', 'The', 'Darkness']	0
7791	['kolorowe', 'miejsce', ',', 'polecane', 'zwłaszcza', 'zimą']	1
15984	['się']	0
17180	['się']	0
5197	['tutaj']	0
4740	['pełni']	0
17458	['najniższą']	0
28979	[',']	0
12558	['.', '.']	0
38116	['ktoś']	0
9170	['tym', 'miejscu']	0
3592	['długiej', 'wycieczce']	0
1859	['dużo', 'czasu', 'musiało', 'upłynąć', 'zanim', 'ze', 'słabego', 'lokalu', 'ta', 'restauracja', 'przeobraziła', 'się', 'w', 'porządne', 'miejsce', ',', 'kiedyś', 'unikał', 'em', 'jak', 'ognia', ',', 'dzisiaj', 'zapraszam', 'tam', 'znajomych', 'bo', 'wiem', ',', 'że', 'nie', 'będę', 'się', 'wstydził', '.']	1
1817	['z', 'rodziną', 'i', 'dobra', 'miejscówka', 'na', 'piwo']	1
37448	[',', 'o', 'znakomitym', 'dizajnie', 'i', 'stylu']	1
3393	['swoim']	0
33544	['fajnie']	0
1582	['mięsa', 'w', 'daniach']	0
34842	['znana']	1
35590	['mnie']	0
8897	['oko']	0
14009	['dostał', 'wymoczone', 'warzywa', 'w', 'znów', 'niesmacznym', 'sosie', 'z', 'mięsem', 'suchym']	-1
3685	['Sam', 'odkurzacz', 'jest', 'ok', '.', ',', 'szczególnie', ',', 'gdy', 'ktoś', 'odkurza', 'codziennie', ',', 'stanowi', 'duże', 'ułatwienie', ',', 'jestem', 'z', 'niego', 'w', 'miarę', 'zadowolona', 'choć', 'wielkiego', 'szału', 'nie', 'ma', '.']	1
22139	[',', 'skandaliczna', 'komunikacja', ',', 'niewiele', 'najwyraźniej', 'interesują', 'ich', 'konsekwencje', 'dla', 'klienta', ',', 'a', 'wszystko', 'ze', 'zwykłej', 'pazerności']	-1
5056	[',']	0
7009	['najfajniejszą']	0
23028	['je', 'oglądać']	0
15850	['przy', 'niewielkim', 'deszczu']	0
23405	['ten']	0
34810	['.']	0
1693	['fajne']	0
40078	['.']	0
35339	['mi']	0
30113	['bardzo']	0
41239	['.']	0
41221	['mieszkających', 'w', 'Izraelu', 'Arabów']	0
40140	['oczekiwaniami', 'kibiców', 'i', 'sympatyków', 'klubu']	0
11421	['nie']	0
28246	['pudrowy']	0
32574	['cena']	0
23021	['dużym', 'wyborem', 'materiałów']	0
14249	['mnie']	0
6342	['.']	0
1540	['być', 'mniej', 'obskurnie', 'ale', 'nie', 'to', 'się', 'liczy', '-', 'jedzenie', 'pierwsza', 'klasa', '!']	1
24369	['nuty', 'zapachowe', 'wydają', 'się', 'ukryte']	0
27968	['urzeczona']	0
15909	['totalną']	0
40778	['dom', 'po', 'domu']	0
33271	['bardzo']	0
8194	[',']	0
33423	['podnosi']	1
4725	['wystarczyło', 'że', 'znalazł', 'em', 'dwa', 'punkty', 'programu', 'które', 'mnie', 'interesowały', 'i', 'poczuł', 'em', 'się', 'w', 'pełni', 'usatysfakcjonowany']	1
15899	['zwrócić', 'nawet', 'połowy', 'poniesionych', 'kosztów']	0
1183	['pobliskich', 'lasach']	0
28987	[',']	0
29214	['.']	0
13464	['niestety']	0
7488	['całkowicie']	0
1380	['woli']	0
617	['znajomi', 'mnie', 'wyciągneli']	0
15532	['amatorzy']	0
17151	['się']	0
27734	['.', '.', '.']	0
25785	[':']	0
13762	['wszystkim', ',', 'bez', 'wyjątku', 'tam', 'pracującym', 'woda', 'sodowa', 'uderzyła', 'do', 'głowy', 'i', 'przestali', 'szanować', 'klienta']	-1
31121	['Crystal', 'Noir']	0
38774	[',']	0
29393	"[""J'adore""]"	0
8708	['lokal', 'zmienia', 'się', 'na', 'gorsze', ',', 'jakość', 'jedzenia', 'jak', 'i', 'obsługi', 'na', 'bardzo', 'słabym', 'poziomie', '.']	0
40570	['i']	0
35746	['wyraźną']	1
24158	['skórze']	0
41228	['tym', 'okresie']	0
28269	['styraks', 'u']	0
6026	['pamiętaj', 'że', 'jest', 'bardzo', 'wydajny', 'i', 'efektywny', ',', 'musisz', 'tylko', 'uważać', 'na', 'złośliwe', 'kontuzje', 'które']	1
13355	['nie']	0
9076	['trochę', 'lipa', 'z', 'dojazdem', 'w', 'nocy', ',', 'trochę', 'mała', 'klitka', 'co', 'często', 'wywołuje', 'spięcia', '.']	-1
7129	['dla', 'jedzenia']	0
8615	['gorszych', 'frytek', 'chyba', 'nigdzie', 'nie', 'jadłem', '.']	0
10264	['począwszy', 'od', 'beznadziejnie', 'funkcjonującej', 'nakrętki', 'po', 'ohydną', 'aluminiową', 'tubkę', ',', 'która', 'jest', 'dość', 'kłopotliwa', 'w', 'użytkowaniu']	-1
9451	['ta', 'gąbka']	0
41342	['dróg']	0
5193	['moje', 'bardzo', 'suche', 'i', 'problematyczne', 'dłonie']	-1
41066	['na', 'nagradzanie', 'wyróżniających', 'się', 'młodych', 'Polaków']	0
35574	['kultowym', 'numerze', '5', ',', 'który', 'ma', 'zarówno', 'tak', 'wiele', 'zwolenniczek', ',', 'jak', 'i', 'przeciwniczek']	0
709	['za']	0
4958	[',']	0
16611	['sztuczne']	0
31492	['nuty', 'jakby', 'się', 'za', 'bardzo', 'nie', 'rozwijały', ',', 'pachnie', 'cynamonem', 'choć', 'główna', 'nuta', 'to', 'bardziej', 'mandarynka', ':/']	0
33756	['pisać', 'o', 'tym']	0
40381	['jak', 'poinformował', 'Cesar', 'Fraga', 'z', 'uniwersytetu', 'w', 'Buenos', 'Aires', ',']	0
15611	['połamane', 'plastikowe', 'części']	0
39927	['na', 'Śląsku']	0
10175	['krem', 'lekko', 'śmierdzi']	-1
9572	['z', 'grudkami', 'ryżu']	0
8579	['treścią']	0
40413	['czekolada', ',', 'spożywana', 'w', 'umiarkowanych', 'ilościach', ',']	0
23287	['muzyków']	0
12064	['i']	0
11184	['takie']	0
20197	['w', 'tle']	0
16019	['do', 'użycia']	0
32736	['go']	0
32198	['m']	0
18464	['ten']	0
25028	['świetnie']	1
4762	['namiot', 'niezbyt', 'ładny']	-1
4127	['tego']	0
19993	['jakoś', 'szczególnie']	0
24124	['się']	0
38107	['o', 'samobójczej', 'śmierci', 'mężczyzny']	0
17943	['nakładki', 'są', 'straszne']	-1
20990	[',', 'bo', 'gdy', 'użyła', 'm', 'go', 'pierwszy', 'raz', ',']	0
17376	['nie', 'dowiedziała', 'm', 'się', 'niczego', 'nowego', 'ani', 'rewolucyjnego', 'o', 'zachowaniu', 'kotów']	0
5878	['się']	0
37720	['z', 'tego', 'modelu']	0
28686	['nimi']	0
4934	['nie']	0
14856	['zrobić', 'ale', 'po', 'roku', 'użytkowania', ',', 'mimo', 'dbania', 'o', 'obiektyw', 'miedzy', 'szkłami', 'są', 'pyłki', ',', 'rozkalibrował', 'się', 'i', 'ma', 'poteżne', 'problemy', 'z', 'ostrością']	-1
40191	['swoim', 'synom']	0
33000	['idealnie']	0
8842	['niestety']	0
20048	['tych']	0
1854	['ze', 'słabego', 'lokalu', 'ta', 'restauracja', 'przeobraziła', 'się', 'w', 'porządne', 'miejsce']	1
14845	['kompletnie', 'inny', 'od', 'poprzednich', 'które', 'były', 'spoko']	1
15140	[',', 'chociaż', 'czytał', 'em', 'tu', ',', 'że', 'pizza', 'super', ',', 'ale', 'okazała', 'się', 'totalną', 'porażką']	-1
8277	['kosmetyk']	0
36748	['cena', 'tego', 'stanika']	0
31568	[',']	0
34521	['P']	0
27114	[',']	0
14093	[',']	0
11189	['wybrała', 'm', 'podróż', 'autokarem', 'tej', 'firmy', 'ponieważ', 'słyszała', 'm', 'dużo', 'dobrego', ',', 'niestety', 'ja', 'chyba', 'nie', 'miała', 'm', 'szczęścia', ',', 'bo', 'przez', 'całe', 'trzy', 'godziny', 'jazdy', 'dmuchała', 'na', 'mnie', 'zimna', 'klimatyzacja', 'której', 'nie', 'mogła', 'm', 'regulować', 'i', 'okropnie', 'się', 'przeziębiła', 'm', '.']	-1
10365	"['opanierowana', 'w', 'dziwnym', ',', 'sztucznym', '""', 'czymś', '""']"	-1
77	[',', 'duży', 'plus', 'przy', 'tym', 'wszystkim', 'za', 'obsługę', ',', 'widać', 'że', 'się', 'starają']	1
7986	['sal', 'kinowych']	0
21458	['tak', 'znane', 'i', 'budzące', 'zaufanie', 'biuro', 'podróży']	1
37288	['upem']	0
2448	['piżamę']	0
5185	[',', 'więc', 'wykorzystała', 'm', 'go', 'na', 'moje', 'bardzo', 'suche', 'i', 'problematyczne', 'dłonie', 'i', 'tutaj', 'bardzo', 'fajnie', 'je', 'nawilżył', 'i', 'po', 'użyciu', 'były', 'gładkie', '.']	1
31202	['.']	0
3309	['tego', 'makaronu', 'bo', 'do', 'lasa', 'nii', 'wydawał', 'mi', 'się', 'słaby']	-1
15455	['jedną']	0
23898	[',']	0
24929	['Z', 'wymienionych', 'nut', 'zapachowych', 'w', 'opisie', 'nie', 'wyczuwam', 'dosłownie', 'nic', ':', 'd']	-1
35594	['pana', 'ze', 'względu']	0
26180	['.']	0
23254	['jest', 'skuteczny', 'na', 'dłuższą', 'metę', 'nieda', 'się', 'go', 'stosować']	0
3342	['fajna']	0
8459	['ciemne']	0
28683	['mój']	0
2370	['idealne']	0
39383	['koalicję', 'sld\xadpsl']	0
4546	['finał', 'to', 'już', 'w', 'ogóle', 'mistrzostwo']	1
15000	['zestaw', 'mix', '-', 'mex', ',', 'żeberka', 'suche', ',', 'skrzydełka', 'niestety', 'niezbyt', 'świeże']	-1
4398	['kupiony', 'fartuch']	0
34801	['cena']	0
15412	['w', 'żaden', 'sposób']	0
17803	['nie']	0
2538	['nie']	0
13405	['.']	0
33181	['wieczorowych', ',', 'wydekoltowanych']	0
8297	['każdego']	0
13807	['nawet', 'sezonowe', 'dania', 'są', 'bardzo', 'słabe']	-1
16508	['-', 'krótko', 'po', 'otwarciu', ',']	0
18510	['obsługa', 'arogancka']	-1
13207	[',']	0
23347	['do', 'zakupu', 'tej', 'płyty']	0
38594	['o', 'to', ',', 'żeby', 'demonstracje', 'odbywały', 'się', 'w', 'spokoju', ',', 'żeby', 'w', 'minimalnym', 'stopniu', 'zakłócały', 'życie', 'innych', 'ludzi', 'i', 'żeby', 'nie', 'było', 'polską', 'normą', 'bicie', 'policjantów', ',', 'okupowanie', 'budynków', ',', 'wyrywanie', 'znaków', 'drogowych', 'czy', 'niszczenie', 'samochodów']	0
25516	['bielizna']	0
17047	['dość', 'przypadkowy']	0
37728	['moze', 'gaia', 'wypuści', 'jakieś', 'fajne', 'kolorki', 'na', 'lato', 'z', 'tego', 'modelu', 'no', 'i', 'o', 'dużej', 'miseczce', ';', 'p']	0
29832	['właśnie']	0
30359	['ciekawa', 'buteleczka', ',', 'zakrętka', 'trochę', 'za', 'duża', 'przez', 'co']	0
31862	['jego']	0
32903	['mam', 'spory', 'dekolt']	0
15064	['tylko']	0
38245	['jej']	0
5793	['jest', 'dla', 'mnie', 'ważne']	0
10573	['otóż', 'nie', ',', 'to', 'śmierdzące', ',', 'krzywo', 'wycięte', 'i', 'kiepsko', 'osadzone', 'w', 'okucia', ',', 'badziewie']	-1
24411	['zawsze', 'kojarzyła', 'mi', 'się', 'z', 'drapieżną', 'kobietą', ',', 'która', 'koniecznie', 'chciała', 'pokazać', 'całemu', 'światu', 'swoją', 'niezależność', ',', 'kobiecość', 'i', 'seksapil', '.']	1
563	['płatność', 'internetowa']	0
12181	['pach']	0
18138	['nocą']	0
25649	['-']	0
16167	['duża', 'że', 'nie', 'dało', 'się', 'zjeść', 'zachęciło', 'mnie', 'to', 'do', 'ponownego', 'odwiedzenia', 'w', 'lipcu', 'ale', 'się', 'zawiodła', 'm', 'porcja', 'kwaśnicy', 'o', 'połowę', 'mniejsza', 'a', 'smak', 'przeciętny', 'mało', 'tego', 'zamówiła', 'm', 'deser', 'i', 'śmietana', 'była', 'niestety', 'z', 'kartonu', 'ja', 'też', 'mam', 'wyostrzony', 'smak', 'dodam', 'jeszcze', 'że', 'ceny', 'są', 'z', 'kosmosu', 'a', 'porcje', 'mniejsze', 'więc', 'wole', 'wybrać', 'się', 'na', 'kebaba', 'dziękuje', 'i', 'nie', 'polecam']	-1
29307	['!']	0
12427	['brudny']	-1
12916	['tylko', 'odburkiwał', 'że', 'to', 'nie', 'leży', 'w', 'jego', 'obowiązkach', ',', 'straszny']	-1
34864	['tych', 'perfumach']	0
23115	['tej', 'pory']	0
39020	['miłość', 'nie', 'jest', 'troską', 'i', 'lękiem', 'o', 'siebie', 'nawzajem', '.']	0
9195	['bydło']	0
32733	['duży', 'biust']	0
541	['bardzo', 'fajne']	1
25690	[',']	0
24304	['nie']	0
14438	['godna', 'pożałowania']	-1
6547	['m']	0
14993	['jedzenie']	0
25565	['jestem', 'bardzo', 'zadowolona']	1
36491	['dla', 'każdej', 'zmysłowej', ',', 'seksownej', 'kobiety']	1
10972	['wolę', 'już', 'zapłacić', 'więcej', 'i', 'zjeść', 'coś', 'smacznego', ',', 'a', 'nie', 'gniota']	0
38454	['tym']	0
36	[',']	0
5102	[',']	0
3937	['uwielbiam', 'bazylię']	1
5404	[',', 'jedna', 'z', 'lepszych', 'z', 'tych', 'sportowych', 'trzeba']	1
504	[',']	0
16080	['tego']	0
35772	['jednej']	0
34396	['nie']	0
20167	['po', 'jej', 'używaniu']	0
33357	['sadze', ',', 'ze', 'ten', 'biustonosz', 'jest', 'bardzo', 'ładny', 'i', 'wyjtakowy']	1
8136	['mydło']	0
38604	['żeby']	0
35501	['.']	0
17055	['vintage']	0
28484	['w', 'przystępnej', 'cenie']	1
27075	['swojej', 'lekkości']	0
36631	['Dune', 'kojarzy', 'mi', 'się', 'z', 'dojrzałą', 'klasyką', 'i', 'elegancją', '.']	0
13554	['się']	0
22320	['jakaś']	0
27639	['mnie']	0
15177	['samych', 'oddziałach', 'banku']	0
31052	['według', 'mnie', 'to', 'zapach', 'godny', 'polecenia', '.']	0
23272	['reklamację']	0
29818	['nie']	0
18904	['ubogi']	-1
5408	['jej', 'cenę']	0
1594	['dla', 'wygłodniałych', 'mięsożerców']	0
2768	['oczywiście', 'na', 'kogo', 'się', 'trafi']	0
26110	['ten', 'zapach']	0
8422	['boskie', 'zapachy']	1
19604	['ich', 'zakłamanie']	-1
13103	"['totalnie', 'nie', 'polecam', 'tego', '""', 'lokalu', '""', 'ze', 'względu', 'na', 'obsługę', ',', 'managerów', 'czy', 'nawet', 'jakość', 'samych', 'dań', '.', '.', '.', '.']"	-1
35403	['horrendalna', 'cena']	-1
41059	['Lecha', 'Wałęsy']	0
18175	"['niestety', 'jakość', 'tych', 'butów', 'to', 'katastrofa', ',', 'porównywalna', 'z', 'tanimi', 'chińskimi', 'butami', ',', 'choć', 'nie', 'wiem', ',', 'czy', 'nie', 'obrażam', 'tutaj', '""', 'chińszczyzny', '""', '.']"	-1
30495	[',', 'że', 'stosowny', 'tylko', 'dla', 'kobiet', 'o', 'wyrafinowanych', 'gustach']	1
16015	['całkowicie']	0
16526	['na', 'piwo']	0
26955	['nie']	0
37059	['.']	0
30706	['mój']	0
30688	['śliczne']	1
21265	['nie']	0
20310	['dodatkowych', 'euro']	0
9982	['niewiadomo', 'czy', 'to']	0
9284	['chyba']	0
21466	['tak', 'tragiczne', 'podejście', 'do', 'klienta', ',', 'zero', 'szacunku', ',', 'ignorowanie', 'jakichkolwiek', 'maili', 'wiadomości']	-1
38179	['przechodzień', ',', 'który', 'pomógł', 'bitemu', 'policjantowi', ',']	0
16679	['najpierw']	0
27809	['.']	0
22492	['opanowanego']	0
12769	['bardzo']	0
18853	['efektów']	0
25843	['kupiła', 'm', 'jedną', 'parę', 'majtek', ',', 'nie', 'wytrzymały', 'pierwszego', 'prania', '.']	-1
11788	['pomidorowa', ',', 'ogórkowa', ')']	0
36866	['wygodnego']	1
29083	['świetny', 'na', 'wieczór', '.']	1
33651	['stanik', 'ten', 'jest', 'dość', 'solidnie', 'wykonany']	1
29492	[',']	0
32105	['ma', 'oryginalny', 'fason', '.']	0
26711	['całość']	0
16091	['z', 'niesmakiem']	-1
1212	['mi']	0
27089	['polecam', 'gorąco']	1
13990	['smaku']	0
37630	['regulacja', 'ramiączek', 'stwarza', 'większą', 'swobodę', 'w', 'wyborze', 'garderoby', ',', 'gdy', 'chce', 'się', 'odsłonić', 'ramiona', '.']	0
10811	['całkiem']	0
25688	['bardzo', 'dobry']	1
18157	['hotelowego']	0
30330	['takiej']	0
19510	['cała', 'reszta']	0
28706	['!']	0
31277	['mieści', 'się', 'w', 'małej', ',', 'poręcznej', 'buteleczce', ',', 'która', 'spokojnie', 'zmieści', 'się', 'w', 'torebce', ',', 'więc', 'zawsze', 'można', 'ją', 'mieć', 'przy', 'sobie', '.']	0
33030	['jakość', 'wykonania']	0
15347	['ich']	0
26730	['nie', 'powiedzieć', 'brzydkich', 'zakamarków']	-1
16680	['nawet']	0
16537	[',']	0
6211	['domowe']	0
18856	['niestety', 'jakość', 'odkurzania']	-1
24148	['są']	0
17030	['czymś', 'takim']	0
11495	['oczekiwania', 'na', 'samo', 'przekazanie', 'zamówienia', 'z', 'portalu', 'do', 'lokalu']	0
3473	['nie']	0
30503	['mój', 'chłopak']	0
30027	['wygodny']	1
31286	['spokojnie']	0
17140	['bardzo']	0
21631	['żadnymi']	0
3826	['lekko', 'luźna']	0
19167	[',', 'z', 'której', 'ciężko', 'wydobyć', 'resztki']	-1
7767	['bardzo']	0
10016	['mi']	0
29699	['ten']	0
25795	['jest', 'zdecydowanie', 'za', 'maly']	-1
28579	['bardzo', 'ciężki']	-1
6693	['em']	0
10577	['śmierdzące']	0
23817	[',', 'że', 'używam', 'sporadycznie']	-1
15338	['oczy']	0
27109	['nie']	0
32464	"['mały', 'biust', '""', 'zginie', '""', 'w', 'takim', 'kroju', '.']"	-1
19257	[',']	0
38	['świetny']	1
13026	['jedzenia']	0
5389	['jednak']	0
18093	['kieszeni']	0
10975	['.']	0
17583	['rewolucyjna']	0
35814	['nie', 'tylko', 'w', 'użyciu']	0
31347	[',']	0
40090	['składamy', 'serdeczne', 'podziękowania', 'wszystkim', 'tym', ',', 'dzięki', 'którym', 'powstała', 'nasza', 'placówka', '.']	0
12740	[',']	0
21475	['jakichkolwiek', 'maili', 'wiadomości']	0
39534	['wiosny']	0
15956	['nie']	0
31118	['bardzo', 'słodki', 'i', 'wyrazisty']	0
28390	['delikatnie']	1
32451	['ażur', 'ków']	0
3745	['nie']	0
2833	['cieszę', 'się', 'że', 'nie', 'zasugerowała', 'm', 'się', 'negatywnymi', 'opiniami', 'i', 'postanowiła', 'm', 'wyrobić', 'swoją', 'własną', ',', 'bo', 'marka', 'jest', 'bardzo', 'w', 'porządku', ',', 'przesyłka', 'na', 'czas', ',', 'fachowo', 'i', 'elegancko', '.']	0
22535	['woła', 'o', 'pomstę', 'do', 'nieba']	-1
38512	[',']	0
38992	['w', 'strefie', 'silnej', 'aktywności', 'sejsmicznej']	0
22486	['ten']	0
28653	['chanel']	0
7435	['się']	0
23041	[',', 'nie', 'wspominając', 'o', 'fatalnej', 'obsludze', 'niezainteresowanej', 'klientem']	-1
36450	['marka', 'perfum-', 'ów', 'na', 'świecie']	0
41275	['.']	0
11211	['całe']	0
22449	['.']	0
6426	['jeśli', 'wybierzesz', 'się', 'tam', 'pociągiem', 'to', 'będziesz']	0
40538	['dla', 'nich']	0
33017	[',']	0
34211	['.']	0
948	['w', 'pełni']	0
7605	['najbardziej']	0
11796	['drugie']	0
35288	[',', 'za', 'co', 'dodatkowy', 'plus']	1
3604	['ochrony', 'przeciwdeszczowej']	0
21059	['w', 'nasze', 'życie']	0
11587	['co', 'jakiś', 'czas']	0
26834	['dla', 'wybranych']	1
22049	['nie']	0
37127	['.']	0
17271	[',']	0
14666	['tej', 'marki']	0
19474	['.']	0
13520	[',']	0
17917	['mi']	0
35273	['cały']	0
15133	['niesympatyczny']	0
20692	['teraz', 'to', 'nieporozumienie']	-1
29167	['w', 'pierwszej', 'kolejności']	0
18153	['.']	0
10890	['aż']	0
16126	['-']	0
13400	['strasznie']	0
8014	['mój', 'ulubiony', 'teatr']	1
11518	['w', 'końcu']	0
9909	['co']	0
4585	['bardzo']	0
10269	['po', 'ohydną', 'aluminiową', 'tubkę', ',', 'która', 'jest', 'dość', 'kłopotliwa', 'w', 'użytkowaniu']	-1
3884	['do', 'robienia', 'podobnych', 'w', 'domu']	0
6628	['miejsce', 'jest', 'jedyne', 'w', 'swoim', 'rodzaju', 'i', 'przyciąga', 'nie', 'tylko', 'stałych', 'bywalców', 'ale', 'i', 'ciekawskich', ',', 'którzy', 'szybko', 'akceptują', 'barowy', 'klimat']	1
13707	['największym', 'minusem', 'tego', 'miejsca', 'jest', 'obsługa', '-', 'arogancka', 'i', 'zadzierając', 'a', 'nosa', ',', 'często', 'opryskliwa', ',', 'a', 'w', 'najlepszym', 'wypadku', 'zapominająca', 'o', 'istnieniu', 'klienta', 'na', 'dość', 'długo']	-1
5933	['nie']	0
3474	['nie', 'za', 'szerokie', 'rękawy']	0
39811	['wierny', 'pies']	0
9784	['smakowały', 'jak', 'detergent', ',', 'może', 'tylko', 'nieszczęśliwy', 'traf', ',', 'wybór', 'jest', 'duży']	-1
5724	['latem']	0
12172	['minus']	-1
8807	['się']	0
27459	[',']	0
22487	['ten', 'ignorant']	0
3787	['się']	0
33279	['idealnie']	0
3041	['się']	0
14081	['tadżin']	0
11707	['zbyt', 'dobrego', 'wrażenia']	1
32002	['dla', 'mnie']	0
8583	['sufitu']	0
9931	['tej']	0
20742	['humoru']	0
34272	['kilka', 'kropli']	0
36754	['.']	0
12492	['niby']	0
20394	['jałmużnę']	0
33231	['piersi']	0
10450	['ostatnia', 'wizyta']	-1
10181	['gustu']	0
1620	['gotowym', 'przepłacić']	-1
41386	['nie', 'był', 'em', 'usatysfakcjonowany', '.']	-1
13116	['nawet', 'jakość', 'samych', 'dań']	0
3118	['karta', 'dań']	0
20000	['mam', 'nie', 'zauwazylam']	0
31227	['zdecydowanej']	1
39293	['jego', 'zeznania', 'nie', 'przyniosły', 'żadnego', 'skutku']	0
23214	['dobrze']	1
1172	['jedynie']	0
18275	['świetnych']	0
1124	['jak', 'żadne', 'inne', ',', 'kolorowe', ',', 'świeże', ',', 'patchworkowe', ',', 'bardzo', 'mi', 'przypadły', 'do', 'gustu']	1
22514	[',']	0
9166	['imprezy', 'firmowej']	0
31983	['mi']	0
24723	['baaardzo']	1
13165	[',']	0
14815	['nowej']	0
28992	['się']	0
33050	['biustonosz', 'ma', 'uniwersalny', 'design', 'i', 'pomimo', 'skromności', 'elegancko', 'się', 'prezentuje', '.']	0
36989	['pisały', 'już', 'moje', 'poprzedniczki', 'biustonosz', 'posiada', 'szerokie', 'ramiączka', 'oraz', 'zapięcie', 'na', 'trzy', 'zatrzaski']	0
6853	['dobrze', 'płacą', ',', 'do', 'tego', 'można', 'awansować', 'po', 'jakimś', 'czasie', 'na', 'niezłe', 'stanowisko']	1
