token;sentiment
['jej', 'cenę'];0
['pierwszej', 'jakości'];1
['na', 'imprezy'];0
['okropność'];0
['swej'];0
['tej', 'serii'];0
[','];0
[',', 'doskonała', 'jakość', ','];1
['szerokim', 'łukiem', 'tą', 'bezczelną', 'i', 'chciwą', 'knajpę'];-1
['pierwszego'];0
['!'];0
['to'];0
['bardzo', 'ciekawy'];1
['się'];0
['biustonosz', 'pomimo', 'dość', 'wysokiej', 'ceny'];0
['jakieś'];0
[',', 'jak', 'i', 'przeciwniczek'];-1
[',', 'w', 'której', 'nie', 'mogę', 'rozpoznać', 'żadnego', 'ze', 'składników'];0
['kilu', 'lat'];0
['z', 'zewnątrz'];0
['na', 'wykonywanej', 'pracy', 'na', 'włosach'];0
[',', 'że', 'nawet', 'za', 'darmo', 'by', 'm', 'ich', 'nie', 'chciała', ',', 'a', 'co', 'dopiero', 'za', 'taką', 'cenę'];-1
['.'];0
['m'];0
['dużych', ',', 'ciężkich'];0
['zachęcających', 'do', 'głosowania', 'na', 'Tadeusza', 'Zwiefkę'];1
['dla', 'mężczyzn'];0
['wykonany', 'w', 'atrakcyjnej', 'kolorystyce', '.'];0
['intensywne'];1
['chętnie'];0
['mnie'];0
['niestety', 'rozczarowanie'];-1
['przystawki'];0
['aromatyczne', ',', 'po', 'prostu', 'smaczne', ',', 'dodatki', 'w', 'burger', 'ze', 'również', ',', 'sos', 'świetny', 'ale', 'bułka', 'to', 'był', 'dramat'];1
['warte', 'polecenia', ',', 'niestety', 'zmiana', 'właściciela', 'wpłynęła', 'destrukcyjnie', 'na', 'cały', 'ośrodek', ','];-1
['ten', 'zapach', 'uwiódł', 'mnie', 'i', 'uzależnił', '!'];0
['W', 'grudniu', '1996', 'roku', 'Havlovi', 'wraz', 'z', 'górnym', 'płatem', 'prawego', 'płuca', 'usunięto', 'niewielki', 'nowotwór', 'złośliwy', '.'];0
['bardzo'];0
['obydwu', 'stanikach', ',', 'które', 'mam', 'z', 'tej', 'firmy', 'wychodzą', 'druty'];0
['że', 'to', 'push-up', 'załączone', 'są', 'do', 'niego', 'gąbeczki', ',', 'których', 'jednak', 'wcale', 'nie', 'trzeba', 'wkładać', ':', ')', 'stanik', 'jest', 'usztywniany', ',', 'z', 'przyjemnego', 'materiału', '.'];1
['z', 'własnej', 'kieszeni', 'musiała', 'm', 'robic', 'badania', 'to', 'mała', 'o', 'tego', 'jak', 'podała', 'm', 'pod', 'nos', 'wyniki', 'to', 'konował', 'nie', 'iwedział', 'co', 'z', 'nimi', 'zrobic'];-1
['od', 'osi', 'prostopadłej'];0
['myślę', 'że', 'trzeba', 'omijać', 'szerokim', 'łukiem', 'nie', 'ze', 'wzgledu', 'na', 'dania', 'bo', 'te', 'które', 'udało', 'mi', 'się', 'spróbować', 'byly', 'dobre'];0
['bo', 'było', 'tak', 'wiele', 'minusów', 'w', 'tym', 'zamówieniu', ',', 'że', 'dla', 'mnie', 'ta', 'pizzeria', 'trafia', 'na', 'czarną', 'listę'];-1
['śliczny', 'kolorek'];1
[','];0
['uwagi', 'na', 'cenę', ',', 'lokalizację', 'i', 'niezbędne', 'minimum', 'hotelowe'];0
['przejść', 'obok', 'perfum', 'obojętnie'];-1
['naturalnym', 'odruchem', 'obywatela', ',', 'miłośnika', 'sztuki'];0
[',', 'że', 'woda', 'ta', 'jest', 'jej', 'warta'];1
['pięknie'];1
['glony', ',', 'właściciel', 'opryskliwy', ','];-1
['zawsze', 'jest', 'co', 'wybrać', 'do', 'jedzenia'];0
['trilopikami'];0
['zamkowej', 'restauracji'];0
['szklanej'];0
['zawsze', 'rewelacyjne', 'gofry', 'dzisiaj', 'byly', 'srednie', '-', 'gumowe', 'i', 'mialy', 'malo', 'owocow'];-1
['spustoszył', 'potem', 'Kujawy'];0
['urok'];0
['się'];0
['należy', 'to', 'jasno', 'pisać'];0
['niestety'];0
['dowolnej', 'porze', 'dnia'];0
['małe'];0
['fajny'];1
['paskudne', 'czerwone', 'krostki'];-1
['tak', 'pyszną'];1
['stanik'];0
['się', 'wstydzić'];0
['osób'];0
['wręcz'];0
['biustonosz'];0
['model'];0
['silny'];1
['nie', 'tak'];-1
['moczą', 'ubranie', ',', 'tworząc', 'palmę'];-1
['z', 'ładnym', 'wnętrzem'];1
['można', 'powiedzieć', 'że', 'jest', 'lekko', 'kwaśny', ',', 'może', 'odrobi', 'onę', 'cytrusowy', ',', 'dlatego', 'nie', 'przytłacza'];1
['był'];0
[','];0
['kawa'];0
['miły'];1
['mocny', ',', 'specyficzny'];0
['bezpodstawne', 'oskarżenia', 'względem', 'studentów'];-1
['lokal', 'zatrzymał', 'się', 'w', 'czasie', 'a', 'inni', 'klienci', 'mogli', 'by', 'być', 'naszymi', 'dziadkami', ',', 'generalnie', 'super', 'ale', 'nie', 'dla', 'młodzieży'];1
['leginsy'];0
['em'];0
"['chcę', 'się', 'czuć', 'w', 'perfumach', 'luksusowo', ',', 'chcę', ',', 'żeby', 'było', 'czuć', 'coś', 'słodkiego', ',', 'owocowego', ',', 'kwiatowego', ',', 'wyraźnego', ',', 'tymczasem', 'te', 'perfumy', 'są', 'takie', ""'"", 'rozmyte', ""'""]";-1
['słodko'];0
['nie'];0
['organizacja', 'była', 'fatalna'];-1
['wręcz'];0
['zainwestować'];0
['.'];0
['ładny'];1
['towar', 'zgodny', 'z', 'opisem'];1
['dobry', 'dla', 'nastoletnich', 'mężczyzn', '.'];1
['feminizmowi'];0
['ten'];0
['jej'];0
['tym'];0
['lekko', 'kwaśny'];0
['kobiecy'];0
['obsługa'];0
['dobry'];0
['przez', 'auto'];0
['koloru'];0
['niej'];0
['o', 'studentach', 'koreanistyki', '(', 'którzy', 'z', 'niej', 'nie', 'korzystają', ',', 'co', 'w', 'sumie', 'wychodzi', 'im', 'na', 'dobre', ')'];1
['religia'];0
['za', 'dobre', 'drinki'];1
['w', 'bardzo', 'ciekawym', 'kształcie'];1
['kilku'];0
['nieco', 'bezczelny'];-1
['znajomymi'];0
['bardzo', 'niezadowolona'];-1
['całego'];0
['na', 'ustach'];0
['cienkie', 'jak', 'tasiemki'];0
['nasz', 'pokój'];0
['ten'];0
['tak'];0
[','];0
['nie'];0
['kameralna', 'spelunka', 'na', 'ochocie'];0
['komu', 'to', 'smakuje', ',', 'to', 'chyba', 'nie', 'wie', ',', 'co', 'to', 'falafel'];0
['których'];0
['szczególnie', 'dobrze', 'komponuje', 'się', 'z', 'czarną', 'biżuterią'];1
['nie'];0
['beznadziejną', 'obsługę', 'i', 'mnóstwo', 'czasu', 'spędzonego', 'na', 'czekaniu', 'w', 'kolejce'];-1
['no'];0
['z', 'którego'];0
['ta', 'gra', 'na', 'dłuższą', 'metę', 'jest', 'brutalnie', 'niegrywalna', ',', 'bo', 'ilość', 'typowych', 'dla', 'niej', 'absurdów', 'notorycznie', 'się', 'powtarzających', 'po', 'prostu', 'odbiera', 'jakąkolwiek', 'ochotę', 'kontynuowania', 'kariery', '.'];-1
['bardzo', 'ciekawym'];1
['kwaśnicy'];0
['i', 'na', 'codzień'];0
['znajomych', 'bo', 'wiem', ',', 'że', 'nie', 'będę', 'się', 'wstydził'];1
['przesolone', 'i', 'niedobre'];-1
[','];0
['raczej', 'wizytę', 'wspominam', 'nieprzyjemnie'];-1
['trochę'];0
['na', 'tak', 'dużą', 'pojemność', 'butelki'];1
['oszczędny'];1
['choć', 'niepraktyczne'];-1
['cały'];0
"['""']";0
['mnie'];0
['swoje', 'lata'];0
['idealnie'];0
[','];0
['przed', 'tym', 'zakładem'];0
['unikać', 'smażenia', 'na', 'niej', 'bo', 'potrafi', 'zaszkodzić'];-1
['dość'];0
['reklama', 'tych', 'perfum', 'nie', 'zachęca', 'do', 'ich', 'kupna', ',', 'dobrze', 'że', 'je', 'powąchała', 'm', 'w', 'perfumerii', 'i', 'dopiero', 'wtedy', 'się', 'do', 'nich', 'przekonała', 'm', ',', 'ładny', 'kwiatowy', 'zapach', '.'];1
['-', 'aldehyd', 'owy'];0
"['słodkiego', ',', 'owocowego', ',', 'kwiatowego', ',', 'wyraźnego', ',', 'tymczasem', 'te', 'perfumy', 'są', 'takie', ""'"", 'rozmyte', ""'""]";-1
['przyjemny'];1
[','];0
['wart'];1
['czemu', 'w', 'ogóle', 'się', 'nie', 'dziwie', 'bo', 'miejsce', 'jest', 'jedyne', 'w', 'swoim', 'rodzaju', 'i', 'przyciąga', 'nie', 'tylko', 'stałych', 'bywalców', 'ale', 'i', 'ciekawskich', ',', 'którzy', 'szybko', 'akceptują', 'barowy', 'klimat', '.'];1
['o', 'czym'];0
['coco'];0
['przepiękny'];1
['coś'];0
['spokojnie', 'usiąść', 'lub', 'myśleć', 'o', 'swobodnych', 'rzeczach'];1
['wizyta', 'przebiegła', 'pozytywnie'];1
['z', 'poprzednią', 'płytą', 'ta'];0
['werbena'];0
['zmysłowość', 'i', 'tajemniczość'];1
['perfumy', 'ściekają', 'mi', 'po', 'skórze'];-1
['dobre', 'jedzenie'];1
['.'];0
['odpinane', 'ramiączka', 'więc'];0
['pomijam', 'fakt', ',', 'że', 'niektórzy', 'wykładowcy', 'chyba', 'w', 'życiu', 'nikogo', 'nie', 'uczyli', 'od', 'podstaw', ',', 'bo', 'kompletnie', 'nie', 'potrafią', 'przekazać', 'wiedzy', '.'];0
['ta'];0
['podłogę', 'w', 'miejscu', 'check', 'in'];0
['ocenić', 'na', 'plus'];1
['zimą', 'karta', 'miejska', 'jest', 'bardzo', 'wygodna', 'i', 'cenowo', 'korzystna', ',', 'latem', 'lepiej', 'wziąć', 'rower', 'albo', 'pójść', 'piechotą', 'bo', 'w', 'tramwaju', 'duszno', 'i', 'nierzyjemnie', '.'];0
['podczas', 'deszczu'];0
['mały', ',', 'gadżeciarski', 'i', 'efektowny', 'aparacik', 'robi', 'super', 'zdjęcia', ',', 'wkurzający', 'jest', 'fakt', ',', 'że', 'wkłady', 'są', 'takie', 'drogie', '.'];0
['czyż'];0
['rozwój', 'gospodarczy', 'kraju', ',', 'w', 'którym', 'znaczny', 'procent', 'mieszkańców', 'żyje', 'poniżej', 'uznanego', 'progu', 'ubóstwa'];0
['świeże'];1
['że'];0
['.'];0
[')'];0
['.'];0
['gąbki'];0
['gigantyczna'];0
['porządku'];0
['biustonosz', 'Carmen'];0
['mnie'];0
['organizacji', 'koncertu'];0
['ciekawe'];1
['pędzle'];0
['zwykłej', 'pazerności'];-1
['do', 'końca'];0
['z', 'rozgrywki', 'czerpać', 'jakąkolwiek', 'przyjemność'];1
['bardzo', 'fajny', 'klimat', ',', 'mila', 'obsługa', ',', 'pyszne', 'jedzenie'];1
['ma', 'bardzo', 'ładny', 'fason', '.'];0
['nigdy'];0
['tragedia'];0
['nijak', 'do', 'swojego', 'wielkiego', 'poprzednika', 'klasycznego'];-1
['to'];0
['dużo', 'ludzi', 'chwaliło', 'ten', 'kebab', ',', 'więc', 'postanowiła', 'm', 'się', 'w', 'końcu', 'tam', 'wybrać', ',', 'niestety', 'rozczarowała', 'm', 'się', '.', '.', '.', 'sosu', 'w', 'ogóle', 'nie', 'było', 'czuć', ',', 'mięso', 'bez', 'smaku', ',', 'tylko', 'jeden', 'rodzaj', 'surówki', 'i', 'w', 'sumie', 'było', 'jej', 'więcej', 'niż', 'mięsa', '.'];-1
['.'];0
['bardzo', 'ładnie'];1
[',', 'przy', 'pierwszym', 'montażu', 'okazał', 'się', 'niekompletny', 'i', 'uszkodzony'];-1
['pomijając', 'to', ','];0
['będzie'];0
['ten', 'zapach'];0
['owocowy'];0
['tym'];0
[','];0
['mojej', 'siostrze'];0
['fatalna'];0
"['zachęcam', 'do', 'kupna', 'wody', 'toaletowej', '""', 'Lacoste', 'essential""mam', 'tą', 'wodę', 'już', '3', 'raz']";1
['niespotykanie'];0
['wielki', 'sukces'];1
['bardzo', 'dobra'];1
['miejscem', 'do', 'parkowania'];0
['jest', 'miły', 'w', 'dotyki'];1
['winę'];0
['nie', 'podoba', 'mi', 'się', 'efekt', 'nakładania', 'podkładu', 'na', 'mokro', ',', 'nie', 'widzę', 'aby', 'podkład', 'nakładany', 'blenderem', 'był', 'bardziej', 'trwały', '.'];-1
['przepyszna'];0
['jest', 'po', 'prostu', 'przeciętne', ',', 'nie', 'wiem', 'czy', 'aż', 'tak', 'bardzo', 'meksykańskie'];0
['młodych'];1
['produkt'];0
['u', 'mamy'];0
['czasu'];0
['egzaminach'];0
['internetowej'];0
['ilości', 'osób'];0
['bardzo'];0
['.'];0
['super'];1
['ciekawa', 'buteleczka', ',', 'zakrętka', 'trochę', 'za', 'duża', 'przez', 'co', 'nie', 'mieści', 'się', 'do', 'torebki', '.'];0
['wespół', 'z', 'nim'];0
['drogie'];0
['nie'];0
['każdemu'];0
['oferty', 'gastronomicznej'];0
['.'];0
['razem'];0
[',', 'nie', 'podrażnia', ',', 'ma', 'zabezpieczenie', 'przed', 'niechcianym', 'czy', 'niespodziewanym', 'naciśnięciem', 'poprzez', 'regulacje', 'nakrętki', 'obrotu', '.'];1
['go'];0
['dobrze'];1
[','];0
['boję', 'się', '4', 'raz', ',', 'bo', 'chciał', 'by', 'm', 'wyjść', 'z', 'domu', ',', 'a', 'z', 'taką', 'tragedią', 'na', 'głowie', 'to', 'najwyżej', 'śmieci', 'wyrzucić'];-1
['się'];0
['naszymi', 'dziadkami'];0
['wręcz'];0
[')'];0
['klasyczna'];1
['nie', 'mają', 'czasu', 'odpowiedzieć', 'na', 'jakiekolwiek', 'pytanie', ',', 'więc', 'zastanawiam', 'się', 'po', 'co', 'oni', 'tam', 'są'];0
['się'];0
['-'];0
['z', 'daleka', 'wyglądają', 'dobrze'];1
['kobiety'];0
['podczas', 'strzyżenia'];0
['jak', 'na', 'podróż', 'poślubną', ',', 'chociaż', 'wiadomo', ',', 'każdemu', 'się', 'może', 'podobać', 'co', 'innego', ',', 'jak', 'dla', 'mnie', 'to', 'dość', 'ponury', 'i', 'niebezpieczny', 'zakątek', 'świata'];-1
['się'];0
['chyba'];0
['napchane', 'sera', ',', 'suszonych', 'pomidorów', ',', 'szynki', 'znikoma', 'ilość', ',', 'zimne'];0
['wielkie', 'łupy', ',', 'które', 'jednak', 'mistrz', 'prowincji', 'mu', 'wydarł'];0
['buty', 'nie', 'mają', 'żadnej', 'membrany'];0
['.'];0
['przyszłości', 'w', 'ofercie'];0
['się'];0
['można', 'się', 'przyczepić', 'do', 'cen', 'i', 'oferty', 'gastronomicznej'];-1
['trochę', 'za', 'duża', 'przez', 'co'];-1
['mnie'];0
['parkiecie'];0
['kilka', 'lat'];0
['po', 'prostu', 'przeciętne'];0
['dobre'];0
['najlepsze', 'miejsce', 'do', 'odwiedzania', 'w', 'nocy', ',', 'klimat', ',', 'jedzonko', ',', 'wszystko', 'na', '5', ',', 'barmani', 'super', ',', 'tylko', 'ta', 'obsługa', 'kelnerska', 'do', 'poprawy', 'koniecznie', '!'];1
[',', 'który', 'odrzuca', 'od', 'kupna', 'tych', 'perfum'];-1
['woda'];0
['poczytać', 'co'];0
['pierwszych'];0
[','];0
['Euphoria'];0
['tego'];0
['wszystkie'];0
['je'];0
['puchate', 'i', 'ciepłe'];1
['stanik', 'jest', 'drogi', 'i', 'trudno', 'dostępny', '.'];0
['poniżej', 'dobrego', 'smaku'];-1
[',', 'nie', 'odziera', ',', 'jak', 'dla', 'mnie', 'produkt', 'wysokogatunkowy', ',', 'który', 'zasługuje', 'na', 'to', ',', 'by', 'go', 'mieć'];1
['partnera'];0
['najwyższym', 'poziomie'];1
['jednej', 'z', 'sal', 'kinowych'];0
['dla', 'mnie', 'serial', 'trudny', 'do', 'strawienia', ',', 'sztuczne', 'dialogi', ',', 'bez', 'emocji', 'lub', 'z', 'emocjami', 'na', 'siłę', ',', 'przeciąganie', 'scen', 'w', 'nieskończoność', ',', 'a', 'przede', 'wszystkim', 'drewniana', 'gra', 'aktorska'];0
['tak'];0
[',', 'w', 'rzeczywistości', ','];0
['po', 'prostu', 'słodki', ',', 'zwykły'];0
['taki', 'aparat', ',', 'magia', 'zdjecia', ',', 'która', 'mozesz', 'natychmiast', 'trzymać', 'w', 'ręku'];1
['ofiarami', 'drobnej', 'mistyfikacji'];0
['jako', 'nowość', 'idealny', 'na', 'prezent', '.'];0
['w', 'pozytywny', 'ciąg', 'następstw'];0
['z', 'nadzieją'];0
['nie', 'każdemu', 'świeże', 'zapachy', 'pasują'];0
['duża', 'butelka', 'i', 'przystępna', 'cena', '.'];0
['jest'];0
['nieco', 'duszący'];-1
['m'];0
[','];0
['nawet'];0
['koperty', 'i', 'kompas'];0
['produktow'];0
['ją'];0
['sześć', 'pięknych', 'dziewcząt'];0
['drugim', 'podejściem'];0
[','];0
['byli'];0
['dla', 'mnie', 'serial', 'trudny', 'do', 'strawienia', ',', 'sztuczne', 'dialogi', ',', 'bez', 'emocji', 'lub', 'z', 'emocjami', 'na', 'siłę', ',', 'przeciąganie', 'scen', 'w', 'nieskończoność'];-1
['ludzi', 'w', 'otoczeniu', 'i', 'wywołuje', 'liczne'];0
['biustonosz', 'pięknie', 'wykonany', 'i', 'jeszcze', 'cena', 'promocyjna', ',', 'wysyłka', 'niespodziewanie', 'szybka'];1
['mnie'];0
['.'];0
['produkt'];0
['.'];0
['bardzo', 'lekkiej', 'konsystencji'];0
[','];0
['niecierpliwy'];0
['.', '.', '.'];0
['wielka'];0
['za', 'dużo', 'produktu'];0
['gustuję', 'raczej', 'w', 'gładkich', 'biustonoszach', 'ten', 'przypadł', 'mi', 'do', 'gustu'];1
['stylu', ',', 'ubogie', 'słownictwo', ',', 'papierowe', ',', 'pozbawione', 'minimalnego', 'rysu', 'psychologicznego', 'postaci', ',', 'brak', 'fabuły', ',', 'no', 'wiele', 'grzechów', 'można', 'by', 'jeszcze', 'wymienić'];-1
['do', 'kościoła'];0
['wieść', 'niesie', 'że', 'to', 'jakaś', 'podróbka', 'Almi', 'Decor'];-1
['dla', 'mnie'];0
['żaden'];0
['względu'];0
[','];0
['rocznicy', 'śmierci', 'kompozytora'];0
['które'];0
['też'];0
['świeccy'];0
['wszystkim', ',', 'bez', 'wyjątku', 'tam', 'pracującym', 'woda', 'sodowa', 'uderzyła', 'do', 'głowy', 'i', 'przestali', 'szanować', 'klienta'];-1
['się', 'z', 'niej', 'wyśmiewać'];-1
['sukienka', 'strojna', ',', 'obszerna', '-', 'choć', 'to', 'może', 'być', 'minus'];0
['do', 'sportowej', 'torby'];0
['każdym', 'stoliku'];0
['flakon'];0
['miłość', 'nie', 'jest', 'troską', 'i', 'lękiem', 'o', 'siebie', 'nawzajem', '.'];0
['może', 'nie', 'jest', 'jakiś', 'ekstra', 'w', 'porównaniu', 'z', 'innymi', 'zamkami', 'ale', 'nie', 'żałuję', 'czasu', 'spędzonego'];0
['.'];0
"[';']";0
['gadżeciarski'];0
['się'];0
"[',', 'okolicznosci', 'owo', 'pojawiają', 'się', 'dodatkowe', 'pozycje', ',', 'jedyny', ',', 'ale', 'spory', 'minus', 'to', 'zbyt', 'wysmażone', 'mieso', ',', 'cena', 'standardowa', 'moim', 'zdaniem', 'lekko', 'za', 'wysoka', ',', 'cena', 'promocyjna', 'juz', 'znacznie', 'lepsza', ';', 'sałatki', 'smaczne']";0
['prawdziwej', ',', 'pewnej', 'swojego', 'sexapilu', 'kobiety'];1
['tej', 'firmy'];0
['z', 'czego'];0
['w', 'noszeniu'];0
['fenomenalny', 'zapach'];1
['wyrok', 'śmierci', ',', 'zamieniony', 'na', 'dziesięć', 'lat', 'łagru'];0
['faktycznie'];0
['zdecydowanej', 'o', 'silnej', 'osobowości', 'i', 'temperamencie'];0
['.'];0
['polskiej'];0
['przemili', 'ludzie', 'na', 'pewno', 'zadbają', 'o', 'to', ',', 'żeby', 'finalnie', 'wyjść', 'zadowolonym'];1
['ciepłe'];0
['normalnego'];0
['różne', 'pomieszczenia'];0
['wyrzucę', 'na', 'śmietnik'];-1
['relaks', 'dla', 'wszystkich'];0
['sprzedającym'];0
['tym'];0
['.'];0
['do', 'najmilszych'];1
['gości'];0
['tak'];0
['handlowej'];0
['Triumph', ',', 'który', 'nie', 'zawiódł', 'mnie', 'i', 'moich', 'oczekiwań'];1
['żadnego', 'skutku'];0
['już', 'od', 'samego', 'początku'];0
['przewodnik', 'bardzo', 'niemiły', ',', 'zapytany', 'o', 'coś', 'tylko', 'odburkiwał', 'że', 'to', 'nie', 'leży', 'w', 'jego', 'obowiązkach', ',', 'straszny', 'gbur', ',', 'przykro', 'nam', 'że', 'trafili', 'śmy', 'na', 'kogoś', 'takiego', 'bo', 'widzieli', 'śmy', 'że', 'druga', 'grupa', 'dostała', 'sympatyczną', 'przewodniczkę', '.'];-1
['na', 'ubraniach'];0
['to'];0
['pierwszej', 'kolejności'];0
['podejście', 'firmy', 'do', 'klienta'];0
['niestety', ','];-1
['steków'];0
['moją', 'sympatię'];1
['ryba'];0
['dalej'];0
['mimo', 'niejednokrotnie', 'sporego', 'ruchu'];0
['tak'];0
[','];0
['pyszna'];0
['to'];0
['idealnie'];0
['sexowna'];0
['klimatyczna', 'muzyka', ',', 'dużo', 'miejsca', 'w', 'lecie', ',', 'dobre', 'piwo'];1
['nie', 'słodko', '!', ')', 'i', 'cieliście', ',', 'ciężkawo', ',', 'ale', 'bardzo', 'pozytywnie'];0
['po', 'pewnym', 'czasie', 'zaczął', 'wywoływać', 'u', 'mnie', 'ból', 'głowy', ',', 'zapach', 'zaczął', 'drażnić'];-1
[','];0
['przekombinowanych'];-1
['nie'];0
[','];0
['poszukiwanych', 'produktów'];0
[',', 'prawdziwa', 'argentyńska', 'wołowina'];0
['z', 'różnych', 'przepychanek', 'administracyjnych'];-1
['wody'];0
['produktu'];0
['tyle'];0
['się', 'wiesza'];0
['niebezpieczny', 'dla', 'skóry'];-1
['spotkanie', 'z', 'przyjaciółmi'];0
['jak', 'do', 'nas'];0
['z', 'nimi'];0
['ktoś'];0
['dobrze', 'leży', 'i', 'dopasowuje', 'się', 'do', 'ciała', '.'];0
['co', 'zasługuje', 'na', 'uznanie', ',', 'to', 'duże', 'kubki', 'na', 'kawę', ',', 'generalnie', 'ok'];1
['Z', 'tak'];0
['super', 'jakości'];1
['ten', 'przypadł', 'mi', 'do', 'gustu'];1
['polskich'];0
['rodem', 'z', 'bajek'];1
['Kuby'];0
['o', 'niej'];0
['noszenia'];0
['.'];0
['za', 'zestaw'];0
['na', 'temat', 'tej', 'wody'];0
['efektownym', 'push', 'upem', ',', 'od', 'którego', 'poprostu', 'nie', 'można', 'oderwać', 'oczu'];1
['.'];0
['kolor'];0
['słaba', 'moc', ',', 'nie', 'mówiąc', 'o', 'tym', ',', 'że', 'wkręcają', 'się', 'włosy', 'w', 'prowadnice', 'szczotki', '(', 'nieprzemyślana', 'konstrukcja', ')'];-1
['nasze'];0
['pasażerów'];0
['.'];0
['zdecydowanie', 'nie', 'w', 'moim', 'guście'];0
